 Fre(Hz),  er,  ei,  ur,  ui
10852250000.0000,2.0399,0.0440,1.0114,0.0222
10854812500.0000,2.0434,0.0449,1.0101,0.0260
10857375000.0000,2.0459,0.0460,1.0088,0.0270
10859937500.0000,2.0436,0.0472,1.0109,0.0231
10862500000.0000,2.0406,0.0437,1.0104,0.0243
10865062500.0000,2.0363,0.0431,1.0121,0.0275
10867625000.0000,2.0418,0.0466,1.0109,0.0278
10870187500.0000,2.0457,0.0480,1.0100,0.0261
10872750000.0000,2.0444,0.0431,1.0115,0.0263
10875312500.0000,2.0454,0.0469,1.0128,0.0264
10877875000.0000,2.0437,0.0478,1.0103,0.0259
10880437500.0000,2.0430,0.0488,1.0106,0.0263
10883000000.0000,2.0415,0.0437,1.0147,0.0267
10885562500.0000,2.0446,0.0472,1.0114,0.0267
10888125000.0000,2.0454,0.0444,1.0104,0.0260
10890687500.0000,2.0386,0.0455,1.0111,0.0308
10893250000.0000,2.0405,0.0489,1.0070,0.0273
10895812500.0000,2.0447,0.0482,1.0095,0.0244
10898375000.0000,2.0454,0.0440,1.0143,0.0254
10900937500.0000,2.0411,0.0470,1.0117,0.0294
10903500000.0000,2.0418,0.0495,1.0095,0.0270
10906062500.0000,2.0449,0.0490,1.0106,0.0305
10908625000.0000,2.0437,0.0502,1.0083,0.0254
10911187500.0000,2.0413,0.0462,1.0142,0.0244
10913750000.0000,2.0431,0.0473,1.0094,0.0251
10916312500.0000,2.0430,0.0449,1.0126,0.0267
10918875000.0000,2.0441,0.0490,1.0130,0.0278
10921437500.0000,2.0410,0.0476,1.0113,0.0243
10924000000.0000,2.0396,0.0449,1.0136,0.0238
10926562500.0000,2.0446,0.0479,1.0110,0.0276
10929125000.0000,2.0442,0.0470,1.0112,0.0255
10931687500.0000,2.0461,0.0464,1.0107,0.0251
10934250000.0000,2.0421,0.0501,1.0118,0.0237
10936812500.0000,2.0441,0.0485,1.0088,0.0227
10939375000.0000,2.0400,0.0496,1.0101,0.0271
10941937500.0000,2.0459,0.0470,1.0112,0.0242
10944500000.0000,2.0462,0.0500,1.0102,0.0256
10947062500.0000,2.0377,0.0455,1.0114,0.0280
10949625000.0000,2.0486,0.0435,1.0110,0.0245
10952187500.0000,2.0432,0.0439,1.0101,0.0274
10954750000.0000,2.0403,0.0504,1.0098,0.0249
10957312500.0000,2.0493,0.0467,1.0112,0.0214
10959875000.0000,2.0478,0.0439,1.0123,0.0244
10962437500.0000,2.0427,0.0483,1.0100,0.0251
10965000000.0000,2.0412,0.0439,1.0107,0.0270
10967562500.0000,2.0450,0.0500,1.0085,0.0256
10970125000.0000,2.0456,0.0463,1.0120,0.0255
10972687500.0000,2.0437,0.0466,1.0115,0.0281
10975250000.0000,2.0446,0.0463,1.0129,0.0258
10977812500.0000,2.0434,0.0460,1.0126,0.0238
10980375000.0000,2.0452,0.0457,1.0110,0.0227
10982937500.0000,2.0419,0.0465,1.0116,0.0267
10985500000.0000,2.0434,0.0477,1.0093,0.0227
10988062500.0000,2.0436,0.0490,1.0095,0.0244
10990625000.0000,2.0430,0.0494,1.0111,0.0257
10993187500.0000,2.0432,0.0500,1.0115,0.0278
10995750000.0000,2.0453,0.0480,1.0083,0.0247
10998312500.0000,2.0433,0.0485,1.0120,0.0241
11000875000.0000,2.0404,0.0474,1.0110,0.0241
11003437500.0000,2.0431,0.0508,1.0120,0.0263
11006000000.0000,2.0429,0.0453,1.0121,0.0261
11008562500.0000,2.0422,0.0513,1.0114,0.0271
11011125000.0000,2.0456,0.0466,1.0121,0.0235
11013687500.0000,2.0410,0.0477,1.0114,0.0203
11016250000.0000,2.0397,0.0475,1.0110,0.0269
11018812500.0000,2.0363,0.0529,1.0115,0.0258
11021375000.0000,2.0421,0.0453,1.0126,0.0259
11023937500.0000,2.0382,0.0429,1.0125,0.0245
11026500000.0000,2.0438,0.0478,1.0111,0.0249
11029062500.0000,2.0409,0.0488,1.0133,0.0260
11031625000.0000,2.0426,0.0486,1.0128,0.0271
11034187500.0000,2.0396,0.0526,1.0118,0.0269
11036750000.0000,2.0376,0.0505,1.0118,0.0246
11039312500.0000,2.0431,0.0409,1.0128,0.0253
11041875000.0000,2.0402,0.0490,1.0105,0.0244
11044437500.0000,2.0433,0.0548,1.0098,0.0229
11047000000.0000,2.0370,0.0516,1.0107,0.0261
11049562500.0000,2.0441,0.0550,1.0089,0.0233
11052125000.0000,2.0369,0.0470,1.0117,0.0283
11054687500.0000,2.0396,0.0514,1.0104,0.0256
11057250000.0000,2.0389,0.0520,1.0086,0.0273
11059812500.0000,2.0407,0.0498,1.0095,0.0252
11062375000.0000,2.0393,0.0463,1.0119,0.0274
11064937500.0000,2.0427,0.0469,1.0126,0.0260
11067500000.0000,2.0403,0.0507,1.0123,0.0254
11070062500.0000,2.0452,0.0464,1.0106,0.0217
11072625000.0000,2.0411,0.0477,1.0107,0.0270
11075187500.0000,2.0412,0.0477,1.0120,0.0259
11077750000.0000,2.0421,0.0493,1.0098,0.0255
11080312500.0000,2.0407,0.0477,1.0085,0.0256
11082875000.0000,2.0388,0.0492,1.0122,0.0282
11085437500.0000,2.0416,0.0471,1.0113,0.0253
11088000000.0000,2.0392,0.0429,1.0105,0.0252
11090562500.0000,2.0430,0.0505,1.0105,0.0294
11093125000.0000,2.0450,0.0471,1.0104,0.0286
11095687500.0000,2.0411,0.0465,1.0087,0.0270
11098250000.0000,2.0399,0.0516,1.0105,0.0244
11100812500.0000,2.0462,0.0433,1.0126,0.0252
11103375000.0000,2.0418,0.0502,1.0096,0.0253
11105937500.0000,2.0490,0.0442,1.0111,0.0249
11108500000.0000,2.0391,0.0434,1.0093,0.0276
11111062500.0000,2.0362,0.0414,1.0092,0.0264
11113625000.0000,2.0371,0.0428,1.0096,0.0269
11116187500.0000,2.0416,0.0516,1.0067,0.0260
11118750000.0000,2.0441,0.0450,1.0117,0.0241
11121312500.0000,2.0455,0.0414,1.0149,0.0245
11123875000.0000,2.0437,0.0452,1.0130,0.0250
11126437500.0000,2.0457,0.0584,1.0070,0.0208
11129000000.0000,2.0385,0.0483,1.0110,0.0263
11131562500.0000,2.0414,0.0529,1.0073,0.0242
11134125000.0000,2.0387,0.0457,1.0125,0.0277
11136687500.0000,2.0445,0.0492,1.0090,0.0243
11139250000.0000,2.0381,0.0499,1.0112,0.0278
11141812500.0000,2.0418,0.0491,1.0085,0.0253
11144375000.0000,2.0389,0.0455,1.0135,0.0251
11146937500.0000,2.0432,0.0487,1.0088,0.0252
11149500000.0000,2.0429,0.0461,1.0088,0.0234
11152062500.0000,2.0406,0.0525,1.0111,0.0248
11154625000.0000,2.0401,0.0492,1.0130,0.0252
11157187500.0000,2.0411,0.0487,1.0114,0.0247
11159750000.0000,2.0427,0.0503,1.0113,0.0256
11162312500.0000,2.0413,0.0499,1.0121,0.0238
11164875000.0000,2.0413,0.0446,1.0116,0.0277
11167437500.0000,2.0405,0.0444,1.0133,0.0283
11170000000.0000,2.0377,0.0487,1.0138,0.0258
11172562500.0000,2.0400,0.0499,1.0120,0.0261
11175125000.0000,2.0368,0.0502,1.0102,0.0254
11177687500.0000,2.0409,0.0504,1.0094,0.0262
11180250000.0000,2.0392,0.0490,1.0099,0.0263
11182812500.0000,2.0360,0.0444,1.0122,0.0240
11185375000.0000,2.0395,0.0431,1.0113,0.0268
11187937500.0000,2.0325,0.0439,1.0118,0.0283
11190500000.0000,2.0446,0.0477,1.0128,0.0255
11193062500.0000,2.0438,0.0405,1.0132,0.0269
11195625000.0000,2.0389,0.0551,1.0106,0.0270
11198187500.0000,2.0456,0.0502,1.0103,0.0234
11200750000.0000,2.0385,0.0514,1.0111,0.0267
11203312500.0000,2.0376,0.0537,1.0088,0.0258
11205875000.0000,2.0409,0.0412,1.0120,0.0251
11208437500.0000,2.0427,0.0429,1.0126,0.0224
11211000000.0000,2.0444,0.0469,1.0128,0.0262
11213562500.0000,2.0439,0.0482,1.0101,0.0244
11216125000.0000,2.0424,0.0451,1.0122,0.0240
11218687500.0000,2.0417,0.0480,1.0109,0.0236
11221250000.0000,2.0404,0.0449,1.0125,0.0259
11223812500.0000,2.0452,0.0520,1.0095,0.0234
11226375000.0000,2.0454,0.0486,1.0102,0.0235
11228937500.0000,2.0445,0.0493,1.0101,0.0251
11231500000.0000,2.0403,0.0496,1.0118,0.0246
11234062500.0000,2.0440,0.0494,1.0094,0.0239
11236625000.0000,2.0393,0.0516,1.0099,0.0270
11239187500.0000,2.0480,0.0460,1.0115,0.0232
11241750000.0000,2.0424,0.0457,1.0109,0.0258
11244312500.0000,2.0432,0.0536,1.0098,0.0232
11246875000.0000,2.0412,0.0489,1.0113,0.0261
11249437500.0000,2.0449,0.0500,1.0105,0.0263
11252000000.0000,2.0450,0.0486,1.0120,0.0245
11254562500.0000,2.0420,0.0478,1.0122,0.0263
11257125000.0000,2.0464,0.0497,1.0089,0.0283
11259687500.0000,2.0403,0.0495,1.0077,0.0237
11262250000.0000,2.0405,0.0471,1.0098,0.0238
11264812500.0000,2.0381,0.0541,1.0085,0.0237
11267375000.0000,2.0479,0.0510,1.0117,0.0247
11269937500.0000,2.0449,0.0483,1.0112,0.0254
11272500000.0000,2.0446,0.0443,1.0122,0.0277
11275062500.0000,2.0441,0.0456,1.0131,0.0259
11277625000.0000,2.0404,0.0522,1.0089,0.0226
11280187500.0000,2.0429,0.0474,1.0110,0.0247
11282750000.0000,2.0420,0.0486,1.0106,0.0234
11285312500.0000,2.0414,0.0492,1.0092,0.0234
11287875000.0000,2.0423,0.0504,1.0092,0.0256
11290437500.0000,2.0447,0.0471,1.0108,0.0250
11293000000.0000,2.0413,0.0482,1.0101,0.0240
11295562500.0000,2.0404,0.0481,1.0108,0.0251
11298125000.0000,2.0393,0.0467,1.0119,0.0251
11300687500.0000,2.0400,0.0445,1.0130,0.0268
11303250000.0000,2.0417,0.0456,1.0119,0.0252
11305812500.0000,2.0419,0.0467,1.0125,0.0240
11308375000.0000,2.0399,0.0468,1.0119,0.0252
11310937500.0000,2.0397,0.0475,1.0110,0.0259
11313500000.0000,2.0420,0.0480,1.0115,0.0259
11316062500.0000,2.0424,0.0482,1.0124,0.0256
11318625000.0000,2.0442,0.0487,1.0143,0.0248
11321187500.0000,2.0376,0.0500,1.0096,0.0255
11323750000.0000,2.0402,0.0490,1.0067,0.0208
11326312500.0000,2.0435,0.0469,1.0120,0.0254
11328875000.0000,2.0453,0.0485,1.0129,0.0234
11331437500.0000,2.0424,0.0478,1.0106,0.0269
11334000000.0000,2.0501,0.0446,1.0093,0.0255
11336562500.0000,2.0348,0.0504,1.0116,0.0251
11339125000.0000,2.0457,0.0574,1.0136,0.0240
11341687500.0000,2.0359,0.0478,1.0113,0.0273
11344250000.0000,2.0386,0.0500,1.0122,0.0258
11346812500.0000,2.0444,0.0455,1.0129,0.0270
11349375000.0000,2.0424,0.0495,1.0126,0.0238
11351937500.0000,2.0471,0.0478,1.0114,0.0257
11354500000.0000,2.0433,0.0481,1.0138,0.0268
11357062500.0000,2.0466,0.0508,1.0133,0.0248
11359625000.0000,2.0440,0.0512,1.0123,0.0250
11362187500.0000,2.0461,0.0499,1.0143,0.0239
11364750000.0000,2.0464,0.0578,1.0114,0.0207
11367312500.0000,2.0469,0.0461,1.0113,0.0256
11369875000.0000,2.0430,0.0506,1.0097,0.0242
11372437500.0000,2.0381,0.0496,1.0100,0.0235
11375000000.0000,2.0432,0.0510,1.0111,0.0253
11377562500.0000,2.0460,0.0482,1.0126,0.0257
11380125000.0000,2.0474,0.0517,1.0108,0.0248
11382687500.0000,2.0465,0.0505,1.0088,0.0245
11385250000.0000,2.0457,0.0491,1.0108,0.0247
11387812500.0000,2.0456,0.0501,1.0103,0.0243
11390375000.0000,2.0474,0.0495,1.0103,0.0246
11392937500.0000,2.0452,0.0480,1.0122,0.0254
11395500000.0000,2.0451,0.0491,1.0111,0.0247
11398062500.0000,2.0456,0.0507,1.0103,0.0238
11400625000.0000,2.0439,0.0514,1.0103,0.0265
11403187500.0000,2.0450,0.0507,1.0073,0.0245
11405750000.0000,2.0446,0.0525,1.0084,0.0266
11408312500.0000,2.0499,0.0457,1.0129,0.0220
11410875000.0000,2.0479,0.0457,1.0124,0.0235
11413437500.0000,2.0425,0.0449,1.0101,0.0279
11416000000.0000,2.0483,0.0480,1.0084,0.0236
11418562500.0000,2.0409,0.0447,1.0093,0.0293
11421125000.0000,2.0397,0.0479,1.0130,0.0277
11423687500.0000,2.0449,0.0451,1.0129,0.0274
11426250000.0000,2.0475,0.0480,1.0120,0.0248
11428812500.0000,2.0457,0.0507,1.0086,0.0242
11431375000.0000,2.0482,0.0480,1.0118,0.0226
11433937500.0000,2.0464,0.0495,1.0103,0.0255
11436500000.0000,2.0487,0.0474,1.0143,0.0251
11439062500.0000,2.0408,0.0473,1.0109,0.0266
11441625000.0000,2.0442,0.0492,1.0106,0.0238
11444187500.0000,2.0446,0.0514,1.0109,0.0224
11446750000.0000,2.0436,0.0461,1.0124,0.0243
11449312500.0000,2.0440,0.0468,1.0129,0.0260
11451875000.0000,2.0416,0.0484,1.0115,0.0242
11454437500.0000,2.0430,0.0480,1.0127,0.0239
11457000000.0000,2.0449,0.0472,1.0114,0.0243
11459562500.0000,2.0445,0.0492,1.0117,0.0244
11462125000.0000,2.0441,0.0496,1.0117,0.0244
11464687500.0000,2.0440,0.0478,1.0115,0.0241
11467250000.0000,2.0456,0.0497,1.0123,0.0243
11469812500.0000,2.0441,0.0481,1.0140,0.0253
11472375000.0000,2.0444,0.0478,1.0124,0.0261
11474937500.0000,2.0429,0.0487,1.0108,0.0265
11477500000.0000,2.0442,0.0523,1.0126,0.0234
11480062500.0000,2.0456,0.0496,1.0118,0.0234
11482625000.0000,2.0444,0.0476,1.0115,0.0267
11485187500.0000,2.0431,0.0466,1.0120,0.0269
11487750000.0000,2.0475,0.0527,1.0145,0.0230
11490312500.0000,2.0424,0.0506,1.0127,0.0240
11492875000.0000,2.0432,0.0478,1.0141,0.0258
11495437500.0000,2.0442,0.0497,1.0137,0.0266
11498000000.0000,2.0448,0.0518,1.0155,0.0246
11500562500.0000,2.0408,0.0500,1.0098,0.0270
11503125000.0000,2.0449,0.0479,1.0133,0.0283
11505687500.0000,2.0441,0.0458,1.0143,0.0286
11508250000.0000,2.0425,0.0477,1.0109,0.0276
11510812500.0000,2.0457,0.0494,1.0121,0.0253
11513375000.0000,2.0461,0.0520,1.0103,0.0227
11515937500.0000,2.0444,0.0513,1.0114,0.0236
11518500000.0000,2.0474,0.0508,1.0131,0.0269
11521062500.0000,2.0474,0.0499,1.0091,0.0266
11523625000.0000,2.0473,0.0537,1.0132,0.0261
11526187500.0000,2.0471,0.0517,1.0115,0.0272
11528750000.0000,2.0466,0.0507,1.0123,0.0278
11531312500.0000,2.0466,0.0494,1.0111,0.0284
11533875000.0000,2.0471,0.0541,1.0153,0.0253
11536437500.0000,2.0465,0.0514,1.0133,0.0265
11539000000.0000,2.0469,0.0506,1.0129,0.0273
11541562500.0000,2.0444,0.0511,1.0132,0.0251
11544125000.0000,2.0474,0.0551,1.0117,0.0247
11546687500.0000,2.0403,0.0507,1.0157,0.0271
11549250000.0000,2.0443,0.0523,1.0150,0.0294
11551812500.0000,2.0441,0.0585,1.0104,0.0270
11554375000.0000,2.0475,0.0490,1.0147,0.0278
11556937500.0000,2.0495,0.0556,1.0112,0.0235
11559500000.0000,2.0405,0.0496,1.0135,0.0283
11562062500.0000,2.0451,0.0531,1.0132,0.0285
11564625000.0000,2.0497,0.0514,1.0146,0.0241
11567187500.0000,2.0474,0.0521,1.0131,0.0258
11569750000.0000,2.0486,0.0497,1.0135,0.0254
11572312500.0000,2.0465,0.0500,1.0155,0.0264
11574875000.0000,2.0474,0.0508,1.0153,0.0267
11577437500.0000,2.0425,0.0536,1.0107,0.0275
11580000000.0000,2.0517,0.0490,1.0160,0.0238
11582562500.0000,2.0442,0.0489,1.0155,0.0276
11585125000.0000,2.0442,0.0533,1.0164,0.0271
11587687500.0000,2.0437,0.0508,1.0160,0.0270
11590250000.0000,2.0473,0.0540,1.0150,0.0246
11592812500.0000,2.0483,0.0533,1.0138,0.0246
11595375000.0000,2.0450,0.0499,1.0161,0.0258
11597937500.0000,2.0413,0.0510,1.0169,0.0291
11600500000.0000,2.0469,0.0506,1.0163,0.0234
11603062500.0000,2.0461,0.0473,1.0179,0.0268
11605625000.0000,2.0447,0.0518,1.0161,0.0264
11608187500.0000,2.0464,0.0519,1.0200,0.0266
11610750000.0000,2.0447,0.0513,1.0182,0.0262
11613312500.0000,2.0434,0.0520,1.0196,0.0282
11615875000.0000,2.0390,0.0504,1.0207,0.0243
11618437500.0000,2.0414,0.0510,1.0193,0.0252
11621000000.0000,2.0457,0.0514,1.0182,0.0275
11623562500.0000,2.0426,0.0526,1.0221,0.0285
11626125000.0000,2.0421,0.0547,1.0246,0.0264
11628687500.0000,2.0416,0.0539,1.0244,0.0269
11631250000.0000,2.0427,0.0520,1.0245,0.0256
11633812500.0000,2.0413,0.0489,1.0279,0.0285
11636375000.0000,2.0378,0.0524,1.0284,0.0265
11638937500.0000,2.0366,0.0558,1.0282,0.0272
11641500000.0000,2.0355,0.0582,1.0317,0.0266
11644062500.0000,2.0346,0.0557,1.0342,0.0261
11646625000.0000,2.0239,0.0574,1.0351,0.0273
11649187500.0000,2.0281,0.0599,1.0481,0.0295
11651750000.0000,2.0241,0.0579,1.0531,0.0243
11654312500.0000,2.0125,0.0563,1.0642,0.0223
11656875000.0000,1.9991,0.0566,1.0848,0.0116
11659437500.0000,1.9686,0.0473,1.1138,-0.0252
11662000000.0000,1.9527,-0.0235,1.0967,-0.1378
11664562500.0000,2.0482,-0.0610,0.9420,-0.1222
11667125000.0000,2.0793,-0.0102,0.9369,-0.0379
11669687500.0000,2.0743,0.0141,0.9525,-0.0046
11672250000.0000,2.0747,0.0246,0.9671,0.0031
11674812500.0000,2.0701,0.0304,0.9736,0.0119
11677375000.0000,2.0671,0.0349,0.9785,0.0150
11679937500.0000,2.0639,0.0388,0.9844,0.0148
11682500000.0000,2.0619,0.0402,0.9856,0.0199
11685062500.0000,2.0615,0.0384,0.9881,0.0193
11687625000.0000,2.0600,0.0426,0.9905,0.0225
11690187500.0000,2.0593,0.0402,0.9935,0.0219
11692750000.0000,2.0605,0.0420,0.9943,0.0237
11695312500.0000,2.0610,0.0405,0.9937,0.0203
11697875000.0000,2.0586,0.0474,0.9963,0.0237
11700437500.0000,2.0573,0.0458,0.9965,0.0255
11703000000.0000,2.0536,0.0455,0.9986,0.0251
11705562500.0000,2.0559,0.0443,0.9984,0.0255
11708125000.0000,2.0573,0.0453,0.9983,0.0232
11710687500.0000,2.0566,0.0464,0.9987,0.0257
11713250000.0000,2.0581,0.0426,0.9997,0.0244
11715812500.0000,2.0624,0.0460,1.0000,0.0238
11718375000.0000,2.0554,0.0448,1.0002,0.0265
11720937500.0000,2.0571,0.0473,1.0001,0.0259
11723500000.0000,2.0591,0.0396,1.0022,0.0278
11726062500.0000,2.0577,0.0442,1.0006,0.0265
11728625000.0000,2.0630,0.0475,1.0009,0.0228
11731187500.0000,2.0555,0.0455,1.0009,0.0244
11733750000.0000,2.0506,0.0410,1.0049,0.0270
11736312500.0000,2.0542,0.0437,1.0042,0.0257
11738875000.0000,2.0570,0.0448,1.0046,0.0236
11741437500.0000,2.0592,0.0456,1.0063,0.0206
11744000000.0000,2.0541,0.0492,1.0033,0.0246
11746562500.0000,2.0569,0.0476,1.0032,0.0237
11749125000.0000,2.0596,0.0462,1.0049,0.0251
11751687500.0000,2.0525,0.0452,1.0046,0.0271
11754250000.0000,2.0525,0.0450,1.0021,0.0256
11756812500.0000,2.0537,0.0441,1.0076,0.0231
11759375000.0000,2.0588,0.0456,1.0065,0.0238
11761937500.0000,2.0563,0.0487,1.0032,0.0246
11764500000.0000,2.0581,0.0436,1.0052,0.0258
11767062500.0000,2.0547,0.0469,1.0065,0.0257
11769625000.0000,2.0526,0.0486,1.0074,0.0272
11772187500.0000,2.0563,0.0452,1.0068,0.0272
11774750000.0000,2.0564,0.0451,1.0048,0.0262
11777312500.0000,2.0553,0.0455,1.0061,0.0248
11779875000.0000,2.0584,0.0448,1.0049,0.0254
11782437500.0000,2.0539,0.0442,1.0062,0.0254
11785000000.0000,2.0569,0.0450,1.0087,0.0249
11787562500.0000,2.0520,0.0435,1.0082,0.0263
11790125000.0000,2.0589,0.0458,1.0088,0.0247
11792687500.0000,2.0554,0.0479,1.0063,0.0210
11795250000.0000,2.0505,0.0504,1.0067,0.0232
11797812500.0000,2.0521,0.0489,1.0030,0.0268
11800375000.0000,2.0578,0.0448,1.0075,0.0245
11802937500.0000,2.0532,0.0433,1.0080,0.0273
11805500000.0000,2.0566,0.0497,1.0066,0.0242
11808062500.0000,2.0528,0.0472,1.0076,0.0276
11810625000.0000,2.0517,0.0484,1.0081,0.0256
11813187500.0000,2.0526,0.0507,1.0057,0.0253
11815750000.0000,2.0598,0.0476,1.0060,0.0224
11818312500.0000,2.0560,0.0465,1.0089,0.0256
11820875000.0000,2.0488,0.0444,1.0097,0.0291
11823437500.0000,2.0575,0.0453,1.0054,0.0224
11826000000.0000,2.0552,0.0438,1.0088,0.0256
11828562500.0000,2.0561,0.0468,1.0086,0.0232
11831125000.0000,2.0541,0.0499,1.0058,0.0267
11833687500.0000,2.0560,0.0460,1.0076,0.0252
11836250000.0000,2.0550,0.0492,1.0061,0.0288
11838812500.0000,2.0523,0.0492,1.0102,0.0271
11841375000.0000,2.0536,0.0478,1.0065,0.0276
11843937500.0000,2.0563,0.0488,1.0052,0.0274
11846500000.0000,2.0526,0.0483,1.0069,0.0264
11849062500.0000,2.0518,0.0521,1.0085,0.0267
11851625000.0000,2.0547,0.0461,1.0077,0.0259
11854187500.0000,2.0559,0.0541,1.0056,0.0290
11856750000.0000,2.0539,0.0469,1.0071,0.0265
11859312500.0000,2.0542,0.0485,1.0078,0.0265
11861875000.0000,2.0541,0.0469,1.0046,0.0277
11864437500.0000,2.0558,0.0445,1.0057,0.0254
11867000000.0000,2.0566,0.0504,1.0052,0.0262
11869562500.0000,2.0581,0.0420,1.0095,0.0292
11872125000.0000,2.0528,0.0445,1.0047,0.0280
11874687500.0000,2.0558,0.0524,1.0067,0.0254
11877250000.0000,2.0526,0.0445,1.0056,0.0277
11879812500.0000,2.0572,0.0501,1.0069,0.0246
11882375000.0000,2.0542,0.0420,1.0062,0.0274
11884937500.0000,2.0567,0.0509,1.0070,0.0255
11887500000.0000,2.0592,0.0432,1.0070,0.0277
11890062500.0000,2.0563,0.0456,1.0075,0.0269
11892625000.0000,2.0560,0.0422,1.0072,0.0279
11895187500.0000,2.0559,0.0440,1.0049,0.0277
11897750000.0000,2.0544,0.0427,1.0068,0.0281
11900312500.0000,2.0532,0.0451,1.0042,0.0256
11902875000.0000,2.0539,0.0442,1.0058,0.0242
11905437500.0000,2.0595,0.0403,1.0080,0.0258
11908000000.0000,2.0542,0.0390,1.0085,0.0272
11910562500.0000,2.0534,0.0394,1.0080,0.0288
11913125000.0000,2.0569,0.0389,1.0083,0.0253
11915687500.0000,2.0564,0.0417,1.0042,0.0272
11918250000.0000,2.0566,0.0450,1.0033,0.0264
11920812500.0000,2.0566,0.0465,1.0048,0.0278
11923375000.0000,2.0558,0.0423,1.0065,0.0261
11925937500.0000,2.0538,0.0401,1.0078,0.0268
11928500000.0000,2.0521,0.0411,1.0076,0.0255
11931062500.0000,2.0549,0.0432,1.0063,0.0249
11933625000.0000,2.0543,0.0442,1.0054,0.0253
11936187500.0000,2.0487,0.0398,1.0062,0.0248
11938750000.0000,2.0522,0.0440,1.0068,0.0263
11941312500.0000,2.0527,0.0422,1.0067,0.0272
11943875000.0000,2.0564,0.0406,1.0069,0.0277
11946437500.0000,2.0609,0.0426,1.0073,0.0271
11949000000.0000,2.0609,0.0448,1.0072,0.0265
11951562500.0000,2.0534,0.0396,1.0075,0.0287
11954125000.0000,2.0532,0.0434,1.0078,0.0282
11956687500.0000,2.0510,0.0414,1.0074,0.0275
11959250000.0000,2.0581,0.0458,1.0069,0.0250
11961812500.0000,2.0505,0.0473,1.0065,0.0277
11964375000.0000,2.0523,0.0476,1.0049,0.0260
11966937500.0000,2.0583,0.0469,1.0080,0.0261
11969500000.0000,2.0504,0.0493,1.0082,0.0292
11972062500.0000,2.0556,0.0448,1.0055,0.0269
11974625000.0000,2.0499,0.0410,1.0099,0.0279
11977187500.0000,2.0511,0.0411,1.0094,0.0283
11979750000.0000,2.0559,0.0528,1.0056,0.0250
11982312500.0000,2.0571,0.0457,1.0087,0.0267
11984875000.0000,2.0544,0.0467,1.0089,0.0302
11987437500.0000,2.0526,0.0470,1.0086,0.0291
11990000000.0000,2.0545,0.0463,1.0079,0.0268
11992562500.0000,2.0500,0.0470,1.0097,0.0314
11995125000.0000,2.0529,0.0472,1.0079,0.0299
11997687500.0000,2.0521,0.0463,1.0084,0.0297
12000250000.0000,2.0566,0.0467,1.0071,0.0309
12002812500.0000,2.0510,0.0453,1.0112,0.0289
12005375000.0000,2.0498,0.0446,1.0113,0.0274
12007937500.0000,2.0484,0.0467,1.0121,0.0292
12010500000.0000,2.0535,0.0488,1.0087,0.0296
12013062500.0000,2.0552,0.0463,1.0080,0.0290
12015625000.0000,2.0558,0.0446,1.0075,0.0284
12018187500.0000,2.0503,0.0428,1.0102,0.0286
12020750000.0000,2.0471,0.0448,1.0103,0.0291
12023312500.0000,2.0496,0.0472,1.0093,0.0251
12025875000.0000,2.0552,0.0446,1.0093,0.0273
12028437500.0000,2.0552,0.0446,1.0086,0.0271
12031000000.0000,2.0551,0.0492,1.0109,0.0266
12033562500.0000,2.0525,0.0404,1.0099,0.0304
12036125000.0000,2.0584,0.0440,1.0099,0.0293
12038687500.0000,2.0470,0.0365,1.0078,0.0302
12041250000.0000,2.0497,0.0395,1.0073,0.0291
12043812500.0000,2.0635,0.0430,1.0096,0.0292
12046375000.0000,2.0515,0.0423,1.0073,0.0297
12048937500.0000,2.0532,0.0449,1.0080,0.0260
12051500000.0000,2.0494,0.0408,1.0080,0.0288
12054062500.0000,2.0526,0.0392,1.0095,0.0285
12056625000.0000,2.0525,0.0458,1.0068,0.0274
12059187500.0000,2.0545,0.0378,1.0097,0.0270
12061750000.0000,2.0509,0.0387,1.0095,0.0275
12064312500.0000,2.0563,0.0434,1.0088,0.0257
12066875000.0000,2.0519,0.0377,1.0091,0.0275
12069437500.0000,2.0543,0.0402,1.0091,0.0275
12072000000.0000,2.0493,0.0392,1.0092,0.0276
12074562500.0000,2.0557,0.0388,1.0086,0.0253
12077125000.0000,2.0494,0.0394,1.0099,0.0294
12079687500.0000,2.0522,0.0368,1.0093,0.0278
12082250000.0000,2.0508,0.0383,1.0101,0.0285
12084812500.0000,2.0538,0.0387,1.0098,0.0267
12087375000.0000,2.0482,0.0427,1.0098,0.0274
12089937500.0000,2.0515,0.0451,1.0088,0.0276
12092500000.0000,2.0491,0.0386,1.0106,0.0276
12095062500.0000,2.0566,0.0472,1.0104,0.0283
12097625000.0000,2.0459,0.0424,1.0084,0.0280
12100187500.0000,2.0475,0.0375,1.0106,0.0280
12102750000.0000,2.0554,0.0474,1.0140,0.0259
12105312500.0000,2.0469,0.0413,1.0102,0.0271
12107875000.0000,2.0446,0.0413,1.0105,0.0269
12110437500.0000,2.0396,0.0516,1.0093,0.0273
12113000000.0000,2.0479,0.0490,1.0116,0.0276
12115562500.0000,2.0474,0.0361,1.0101,0.0289
12118125000.0000,2.0459,0.0416,1.0108,0.0280
12120687500.0000,2.0407,0.0517,1.0082,0.0266
12123250000.0000,2.0341,0.0407,1.0098,0.0292
12125812500.0000,2.0426,0.0469,1.0092,0.0265
